provincia;poblacion;direccion;numero;bis;codigo_postal;prima_total;anio_antiguedad;numero_proyecto
BARCELONA;BARCELONA;MARE DE DEU DE NURIA;36;;8017;;;
BARCELONA;BARCELONA;MARE DE DEU DE NURIA;37;;8017;;;
BARCELONA;BARCELONA;MARE DE DEU DE NURIA;5;;8017;;;
BARCELONA;BARCELONA;MARE DE DEU DE NURIA;41;;8017;;;
BARCELONA;BARCELONA;MARGENAT;1;;8017;;;
BARCELONA;BARCELONA;MARGENAT;4;;8017;;;
BARCELONA;BARCELONA;MARIA AUXILIADORA;19;;8017;;;
BARCELONA;BARCELONA;MARIA AUXILIADORA;5;;8017;;;
BARCELONA;BARCELONA;MARIA AUXILIADORA;23;;8017;;;
BARCELONA;BARCELONA;MENOR DE SARRIA;2;;8017;;;
BARCELONA;BARCELONA;MILANESAT;15;;8017;;;
BARCELONA;BARCELONA;MILANESAT;20;;8017;;;
BARCELONA;BARCELONA;MILANESAT;4;;8017;;;
BARCELONA;BARCELONA;MILANESAT;16;;8017;;;
BARCELONA;BARCELONA;MILANESAT;33;;8017;;;
BARCELONA;BARCELONA;MONT D'ORSA;12;;8017;;;
BARCELONA;BARCELONA;MONT D'ORSA;1;;8017;;;
BARCELONA;BARCELONA;NAU SANTA MARIA;7;;8017;;;
BARCELONA;BARCELONA;NAU SANTA MARIA;1;;8017;;;
BARCELONA;BARCELONA;NAVARRO I REVERTER;6;;8017;;;
BARCELONA;BARCELONA;NENA CASAS;19;;8017;;;
BARCELONA;BARCELONA;NENA CASAS;66;;8017;;;
BARCELONA;BARCELONA;NENA CASAS;70;;8017;;;
BARCELONA;BARCELONA;NENA CASAS;20;;8017;;;
BARCELONA;BARCELONA;NENA CASAS;77;;8017;;;
BARCELONA;BARCELONA;NENA CASAS;73;;8017;;;
BARCELONA;BARCELONA;NENA CASAS;55;;8017;;;
BARCELONA;BARCELONA;NENA CASAS;76;;8017;;;
BARCELONA;BARCELONA;NENA CASAS;57;;8017;;;
BARCELONA;BARCELONA;NENA CASAS;60;;8017;;;
BARCELONA;BARCELONA;NUMANCIA;201;;8017;;;
BARCELONA;BARCELONA;NUMANCIA;207;;8017;;;
BARCELONA;BARCELONA;PAU ALCOVER;28;;8017;;;
BARCELONA;BARCELONA;PAU ALCOVER;50;;8017;;;
BARCELONA;BARCELONA;PAU ALCOVER;52;;8017;;;
BARCELONA;BARCELONA;PAU ALCOVER;92;;8017;;;
BARCELONA;BARCELONA;PAU ALCOVER;35;;8017;;;
BARCELONA;BARCELONA;PAU ALCOVER;53;;8017;;;
BARCELONA;BARCELONA;PAU ALCOVER;41;;8017;;;
BARCELONA;BARCELONA;PAU ALCOVER;40;;8017;;;
BARCELONA;BARCELONA;PAU ALCOVER;88;;8017;;;
BARCELONA;BARCELONA;PAU ALCOVER;2;;8017;;;
BARCELONA;BARCELONA;PAU ALCOVER;60;;8017;;;
BARCELONA;BARCELONA;PAU ALCOVER;84;;8017;;;
BARCELONA;BARCELONA;PAU ALCOVER;59;;8017;;;
BARCELONA;BARCELONA;PAU ALCOVER;16;;8017;;;
BARCELONA;BARCELONA;PAU ALCOVER;72;;8017;;;
BARCELONA;BARCELONA;PAU ALCOVER;58;;8017;;;
BARCELONA;BARCELONA;PELFORT;25;;8017;;;
BARCELONA;BARCELONA;PELFORT;21;;8017;;;
BARCELONA;BARCELONA;PELFORT;12;;8017;;;
BARCELONA;BARCELONA;PELFORT;16;;8017;;;
BARCELONA;BARCELONA;PELFORT;1;;8017;;;
BARCELONA;BARCELONA;POMARET;81;;8017;;;
BARCELONA;BARCELONA;POMARET;4;;8017;;;
BARCELONA;BARCELONA;POMARET;75;;8017;;;
BARCELONA;BARCELONA;POMARET;87;;8017;;;
BARCELONA;BARCELONA;QUERALT;6;;8017;;;
BARCELONA;BARCELONA;QUERALT;4;;8017;;;
BARCELONA;BARCELONA;RAFAEL BATLLE;24;;8017;;;
BARCELONA;BARCELONA;RAFAEL BATLLE;11;;8017;;;
BARCELONA;BARCELONA;RAFAEL BATLLE;18;;8017;;;
BARCELONA;BARCELONA;REIS CATOLICS;1;;8017;;;
BARCELONA;BARCELONA;RICARDO VILLA;4;;8017;;;
BARCELONA;BARCELONA;RICARDO VILLA;7;;8017;;;
BARCELONA;BARCELONA;ROCABERTI;1;;8017;;;
BARCELONA;BARCELONA;ROSALES;7;;8017;;;
BARCELONA;BARCELONA;ROSALES;15;;8017;;;
BARCELONA;BARCELONA;ROSARI;11;;8017;;;
BARCELONA;BARCELONA;ROSARI;19;;8017;;;
BARCELONA;BARCELONA;ROSARI;51;;8017;;;
BARCELONA;BARCELONA;ROSARI;16;;8017;;;
BARCELONA;BARCELONA;ROSARI;37;;8017;;;
BARCELONA;BARCELONA;ROSARI;45;;8017;;;
BARCELONA;BARCELONA;ROSARI;23;;8017;;;
BARCELONA;BARCELONA;ROSARI;35;;8017;;;
BARCELONA;BARCELONA;ROURA;6;;8017;;;
BARCELONA;BARCELONA;SALVADOR MUNDI;2;;8017;;;
BARCELONA;BARCELONA;SALVADOR MUNDI;11;;8017;;;
BARCELONA;BARCELONA;SALVADOR MUNDI;3;;8017;;;
BARCELONA;BARCELONA;SANT JAUME APOSTOL;1;;8017;;;
BARCELONA;BARCELONA;SANT JOAN BOSCO;53;;8017;;;
BARCELONA;BARCELONA;SANT VICENÇ DE SARRIA;9;;8017;;;
